producerid,name
404174,"Rodriguez, Robert (I)"
404438,"Rodríguez, Hugo (I)"
404598,"Rodsett, John"
404618,"Roe III, James T."
404695,"Roeg, Luc"
404822,"Roewe, Jay"
404885,"Rogell, Sid"
404920,"Rogers, Beau"
404953,"Rogers, Charles R. (I)"
405037,"Rogers, J.B."
405046,"Rogers, Jeff (I)"
405059,"Rogers, John (II)"
405214,"Rogers, Sue (I)"
405294,"Rognlien, Bent"
405320,"Rogow, Stan"
405368,"Rohdie, Barbara"
405369,"Rohdie, Robert"
405411,"Rohrbach, Günter"
405626,"Rokisky, Rita"
405710,"Roldanus, Jan"
405771,"Rollberg, Sabine"
405823,"Rollins, Jack (I)"
405843,"Rollmer, Frank"
405860,"Rolnick, Eric"
406275,"Romero, Dan (I)"
406283,"Romero, Eddie (I)"
406304,"Romero, George A. (I)"
406393,"Romero, Rosa (I)"
406439,"Romilly, Sara"
406442,"Romine, Jennifer"
406468,"Rommeluere, Eric"
406491,"Romoli, Gianni"
406533,"Rona, Andrew"
406601,"Rondell, Ric"
406675,"Ronson, Rena"
406699,"Roodman, Joel"
406700,"Roodt, Darrell"
406730,"Rooker, Michael (I)"
406732,"Rooker, Tom"
406801,"Roope, Hilarie"
406813,"Roos, Don"
406815,"Roos, Fred"
406853,"Roosevelt, James"
406945,"Roque, Cecilia Kate"
407244,"Rose, Alexandra (I)"
407308,"Rose, Colin (I)"
407316,"Rose, David (IV)"
407321,"Rose, David E."
407371,"Rose, Jacobus"
407452,"Rose, Michael (III)"
407484,"Rose, Philip (I)"
407485,"Rose, Philip (II)"
407496,"Rose, Reginald"
407510,"Rose, Sara (I)"
407646,"Rosen, Brian (I)"
407652,"Rosen, Charles (I)"
407704,"Rosen, Josie"
407724,"Rosen, Mark L."
407725,"Rosen, Martin (I)"
407761,"Rosen, Phillip L."
407770,"Rosen, Robert L."
407773,"Rosen, S. Howard"
407811,"Rosenbaum, Jeffrey M."
407859,"Rosenberg, Benjamin (I)"
407920,"Rosenberg, Jean-Pierre"
407921,"Rosenberg, Jeanne"
407943,"Rosenberg, Julia (I)"
407958,"Rosenberg, Marc (I)"
407961,"Rosenberg, Marion"
407962,"Rosenberg, Mark (I)"
407968,"Rosenberg, Max"
407973,"Rosenberg, Michael (IV)"
407990,"Rosenberg, Paul (III)"
407996,"Rosenberg, Richard K."
407997,"Rosenberg, Rick (I)"
408008,"Rosenberg, Scott"
408018,"Rosenberg, Tom (I)"
408037,"Rosenblatt, Bart"
408041,"Rosenblatt, Elliot Lewis"
408048,"Rosenblatt, Michael (I)"
408060,"Rosenbloom, Dale"
408079,"Rosenblum, John Frank"
408083,"Rosenblum, Marvin J."
408086,"Rosenblum, Paul"
408087,"Rosenblum, Ralph"
408097,"Rosenbush, Barry"
408104,"Rosendahl, Carl"
408133,"Rosenfeld, Donald"
408178,"Rosenfelt, Karen Trudy"
408179,"Rosenfelt, Scott M."
408213,"Rosenman, Howard"
408228,"Rosenschein, Gail"
408237,"Rosenstein, Edward"
408277,"Rosenthal, Bud"
408293,"Rosenthal, Henry S."
408297,"Rosenthal, James R."
408298,"Rosenthal, Jane (I)"
408339,"Rosenthal, Robert J."
408438,"Rosi, Stelvio"
408522,"Rosner, Louise"
408537,"Rosow, Gene"
408679,"Ross, Ed (II)"
408696,"Ross, Gary (I)"
408722,"Ross, Herbert (I)"
408727,"Ross, Ian (I)"
408751,"Ross, Jeff (XII)"
408802,"Ross, Ken (I)"
408835,"Ross, Marilla"
408838,"Ross, Mark (XVII)"
408868,"Ross, Monty"
408938,"Ross, Stephen J."
409027,"Rossellini, Renzo (II)"
409041,"Rossen, Robert"
409045,"Rosser, Brandon"
409181,"Rossignon, Christophe"
409227,"Rossoff, Eduardo"
409337,"Rotello, Gabriel"
409345,"Rotenberg, Michael"
409417,"Roth, Donna"
409457,"Roth, Joe (I)"
409467,"Roth, Kim"
409514,"Roth, Richard A. (IV)"
409529,"Roth, Stephen J. (I)"
409568,"Rothbaum, Suzanne"
409569,"Rothberg, Arlene"
409575,"Rothberg, Jeff (I)"
409587,"Rothe, Christine (I)"
409600,"Rothenberg, Alan"
409645,"Rothmaier, Ryan"
409690,"Rothman, Tom"
409698,"Rotholz, Ron"
409728,"Rothschild, Richard Luke"
409749,"Rothstein, Roger M."
409769,"Rotman, David"
409911,"Rougier, Flore"
409943,"Roumel, Katie"
409958,"Rounds, Dan"
410088,"Rousselet, Philippe"
410148,"Rouve, Pierre"
410194,"Roven, Charles"
410358,"Rowe, Marie (I)"
410389,"Rowe, Tom (I)"
410514,"Rowley, Jim (I)"
410677,"Roy, Michel (I)"
410708,"Roy, Sally (I)"
410770,"Roybal, Mark"
410779,"Royce, Patricia"
410865,"Rozanès, Alain"
410876,"Rozema, Patricia"
410891,"Rozenberg, Paul"
411006,"Ruark, Ann"
411028,"Ruban, Al"
411051,"Ruben, Andy"
411063,"Ruben, Michel"
411065,"Ruben, Patricia"
411080,"Rubenstein, Bill"
411148,"Rubin, Bruce Joel"
411159,"Rubin, Cyma"
411165,"Rubin, David (I)"
411166,"Rubin, David (III)"
411194,"Rubin, Jackie"
411206,"Rubin, Jill (I)"
411294,"Rubinek, Saul"
411310,"Rubino, John (I)"
411315,"Rubino, Michael J."
411337,"Rubinstein, Keith"
411346,"Rubinstein, Richard P."
411553,"Rudd, Rebekah"
411571,"Ruddy, Albert S."
411638,"Rudin, Scott"
411662,"Rudnick, Arnold"
411671,"Rudnick, Paul"
411693,"Rudolf, Gene (I)"
411830,"Ruegger, Tom"
411931,"Rufino, June T."
411939,"Rufus-Isaacs, Antony"
412014,"Ruggles, Wesley"
412022,"Rugolo, Gina"
412612,"Ruppert, Christine"
412633,"Rusbasan, Charles J."
412636,"Ruscart, Marc"
412746,"Rushton, John (II)"
412751,"Rushton, Matthew"
412760,"Rusic, Rita"
412791,"Ruskin, Morris"
412793,"Ruskin, Susan (I)"
412810,"Rusoff, Lou"
412876,"Russell, Brian (IV)"
412888,"Russell, Chuck (I)"
412905,"Russell, David O."
412968,"Russell, Jay (I)"
412998,"Russell, Ken (I)"
413006,"Russell, Kurt (I)"
413073,"Russell, Russ (I)"
413137,"Russo, Aaron"
413185,"Russo, Irwin"
413262,"Russo, Yvonne"
413293,"Rustam, Mardi"
413294,"Rustam, Mohammed"
413295,"Rustam, Samir"
413451,"Rutnam, Chandran"
413457,"Rutowicz, Jerzy"
413459,"Rutowski, Richard"
413618,"Ryan, Bill (II)"
413619,"Ryan, Bill (V)"
413723,"Ryan, Jennifer (II)"
413783,"Ryan, Lata"
413824,"Ryan, Meg"
413830,"Ryan, Michael (V)"
413982,"Ryazhsky, Grigori"
414076,"Ryder, Winona"
414110,"Ryerson, Sean"
414183,"Rypdal, Grete"
414223,"Rywin, Lew"
414268,"Ré, John Lawrence"
414512,"Saal, Philippe"
414622,"Saban, Haim"
414726,"Sabella, Paul"
414895,"Sabusawa, Randy"
414978,"Sacharoff, Mitch"
415010,"Sachs, Barbara"
415077,"Sackheim, Daniel"
415079,"Sackheim, William"
415088,"Sackman, Jeff"
415147,"Sacristán, Gregorio"
415152,"Sacuto, Gilles"
415164,"Sadamura, Takehito"
415292,"Sadler, Richard (I)"
415429,"Saeta, Steven P."
415559,"Safran, Peter"
415592,"Sagan, Carl"
415669,"Sager, Ray"
415849,"Sahni, Pravesh (I)"
416019,"Sainderichin, Claudine"
416035,"Sainsbury, Peter (I)"
416068,"Saint-Jean, Michel"
416284,"Sakai, Akio"
416303,"Sakai, Richard (I)"
416647,"Saland, Ronald"
417022,"Salerno, Robert (I)"
417030,"Sales, Dan (I)"
417034,"Sales, Gary"
417214,"Salinger, Matt"
417265,"Salkind, Alexander"
417267,"Salkind, Ilya"
417269,"Salkind, Michael"
417312,"Salles, Walter"
417318,"Sallin, Robert"
417329,"Salloum, Glenn"
417370,"Salmi, Peter"
417408,"Salmon, Peter (I)"
417412,"Salmon, Richard (I)"
417604,"Saltzgaber, Erik"
417610,"Saltzman, Harry"
417639,"Salusinszky, Miklós"
417745,"Salven, David"
417799,"Saly, Lilian"
417821,"Salzer, Albert J."
417831,"Salzman, David"
417880,"Samaha, Elie"
417970,"Sambrell, Aldo"
418007,"Sameth, David"
418029,"Samie, Jean-Frédéric"
418182,"Samples, Keith"
418389,"Samuels, Jeremiah"
418412,"Samuels, Ron (I)"
418417,"Samuels, Stuart (I)"
418426,"Samuelson, Marc"
418429,"Samuelson, Peter"
418818,"Sanchini, Rae"
418838,"Sancton, Daryl"
419010,"Sanders, Jack Frost"
419030,"Sanders, Ken (I)"
419100,"Sanders, Terry (I)"
419101,"Sanders, Tim (I)"
419169,"Sandground, Chipp"
419173,"Sandhaus, Philip"
419229,"Sandler, Adam (I)"
419376,"Sandrich, Mark"
419380,"Sandrin, Patrick"
419435,"Sandston, Pat"
419476,"Sandys, Eric"
419522,"Sanford, Midge"
419568,"Sanger, Jonathan"
419739,"Sanousi, M.N."
420179,"Santini, Piero"
420191,"Santisi, Nina"
420459,"Santos, Perry (I)"
420534,"Santry, Suzanne"
420659,"Saperstein, Henry G."
420661,"Saperstein, Richard"
420664,"Saphier, Peter"
420783,"Sarab, Mohsen"
420802,"Saraceni, Fausto"
420828,"Saraf, Peter"
420876,"Sarandon, Susan"
420930,"Sarbaz, Iraj"
420959,"Sarde, Alain"
420989,"Sarecky, Louis"
420990,"Saredi, Christa"
421195,"Sarkissian, Arthur M."
421234,"Sarmiento, Christian Keller"
421323,"Sarony, Paul"
421358,"Sarreal, Kathy"
421589,"Sass, Jeffrey W."
421635,"Sassoon, Elan"
421834,"Sattar, Sabina"
421843,"Satter, Michelle"
422094,"Saunders, David (II)"
422196,"Saura, Antonio (II)"
422338,"Savage, Nigel (I)"
422342,"Savage, Peter (I)"
422467,"Saviano, John"
422516,"Savin, Jody"
422547,"Savitch, Alison"
422825,"Sax, Carrol"
422851,"Saxer, Walter"
422861,"Saxon, Edward"
422890,"Sayag, Pierre"
422975,"Sayles, Doug"
422976,"Sayles, John (I)"
422977,"Sayles, Michael"
423011,"Sayres, Amy"
423040,"Sbardellati, James"
423110,"Scalella, Luis A."
423215,"Scanlon, Caitlin"
423426,"Scatena, Donald"
423570,"Schaefer, Art"
423585,"Schaefer, George (II)"
423606,"Schaefer, Michael"
423626,"Schaefers, Bernd"
423635,"Schaeffer, Eric"
423643,"Schaeffer, James R."
423755,"Schaffler, Gernot"
423758,"Schaffner, Franklin J."
423776,"Schain, Don"
423832,"Schamus, James"
423895,"Scharf, Daniel"
423952,"Schary, Dore"
424051,"Schechter, Alan"
424078,"Schechtman, Jeff"
424218,"Scheidlinger, Rob"
424224,"Scheik, Sandra"
424253,"Scheinman, Andrew"
424255,"Scheinman, E. Greg"
424303,"Schelle, Eberhart"
424359,"Schenck, Aubrey"
424363,"Schenck, Joseph M. (I)"
424411,"Schenkman, Richard"
424427,"Schepisi, Fred"
424486,"Scherick, Edgar J."
424531,"Schertzinger, Victor"
424564,"Scheuer, Walter (I)"
424644,"Schick, Elliot"
424674,"Schieder, Stefaan"
424752,"Schiff, Nadine"
424754,"Schiff, Paul"
424756,"Schiff, Robin (I)"
424770,"Schiffer, Michael"
424783,"Schiffrin, Simon"
424962,"Schindler, Deborah"
424971,"Schindler, Peter (I)"
424976,"Schine, G. David"
424977,"Schine, Vidette"
425038,"Schisgal, Murray"
425040,"Schisgall, David"
425075,"Schlaich, Frieder"
425077,"Schlaman, Brett"
425125,"Schlei, Bradford L."
425171,"Schlesinger, John (I)"
425175,"Schlesinger, Michael (I)"
425222,"Schlim, Jean-Claude"
425227,"Schlissel, Charles J.D."
425254,"Schlossberg, Julian (I)"
425300,"Schlumberger, Emmanuel"
425317,"Schlöndorff, Volker"
425319,"Schlösser, Katrin"
425340,"Schmassmann, Martin"
425413,"Schmid, Regine"
425418,"Schmid, Rolf (I)"
425466,"Schmidt, Arne (I)"
425469,"Schmidt, Arthur P."
425518,"Schmidt, Diana (I)"
425554,"Schmidt, Herbert (VI)"
425727,"Schmidt, Wolf (II)"
425861,"Schmitz, Stefan (I)"
425873,"Schmoeller, Gary"
425939,"Schneer, Charles H."
425963,"Schneider, Bert (I)"
426028,"Schneider, Harold (I)"
426093,"Schneider, Marliese"
426155,"Schneider, Stanley (II)"
426256,"Schnitzer, Avrumie"
426323,"Schoedsack, Ernest B."
426434,"Schofield, John D."
426456,"Scholes, Robin"
426493,"Scholten, René"
426495,"Scholtz, André"
426608,"Schor, Amy"
426636,"Schorr, Robin"
426638,"Schorr, William"
426694,"Schouweiler, John"
426732,"Schrager, Sheldon"
426739,"Schram, Dave"
426861,"Schreitmüller, Andreas"
426922,"Schroeder, Adam (I)"
426933,"Schroeder, Barbet"
426938,"Schroeder, Carolyn"
426988,"Schroeder, Romain"
427100,"Schubert, Stefan"
427188,"Schulberg, B.P."
427192,"Schulberg, Sandra"
427255,"Schulman, Cathy"
427280,"Schulman, Tom"
427346,"Schultz, Chiz"
427379,"Schultz, Jay (II)"
427407,"Schultz, Michael (I)"
427463,"Schulz, Bob (I)"
427503,"Schulz-Keil, Wieland"
427548,"Schumacher, Joel"
427561,"Schumacher, Thomas (I)"
427660,"Schuster, Leon (I)"
427682,"Schut, Erik"
427743,"Schwab, Aaron"
427752,"Schwab, Faye"
427795,"Schwahn, Mark (I)"
427855,"Schwartz, Alex (I)"
427856,"Schwartz, Alexandra"
427881,"Schwartz, Bernard"
427896,"Schwartz, Cathy"
427932,"Schwartz, Ellen H."
428004,"Schwartz, Jonathan B."
428015,"Schwartz, Jules"
428040,"Schwartz, Lloyd J."
428096,"Schwartz, Rick (III)"
428113,"Schwartz, Russell"
428124,"Schwartz, Sherwood"
428125,"Schwartz, Sheryl (I)"
428136,"Schwartz, Steven (II)"
428142,"Schwartz, Teri"
428173,"Schwartzman, Jack"
428187,"Schwary, Ronald L."
428229,"Schwarz, Kristine J."
428239,"Schwarz, Michael (I)"
428277,"Schwarzenegger, Arnold"
428289,"Schwarzwalder, Abby"
428310,"Schweickert, Joyce"
428394,"Schwenker, Ken"
428418,"Schwerin, Peter"
428443,"Schwimer, Scott E. (I)"
428447,"Schwimmer, David (I)"
428582,"Schühly, Thomas"
428602,"Schütte, Jan (I)"
428696,"Sciorra, Annabella"
428749,"Scoffield, Tracey"
428780,"Scoles, Paul"
428803,"Scoon, Mark"
428838,"Scorsese, Martin"
428859,"Scotland, Simon"
428874,"Scott Jr., Lester F."
428882,"Scott, Adrian (I)"
428897,"Scott, Allan (II)"
428913,"Scott, Ann (II)"
428943,"Scott, Bill (IV)"
428974,"Scott, Campbell"
429027,"Scott, Darin"
429047,"Scott, Deborah (I)"
429150,"Scott, Jane (I)"
429234,"Scott, Kenneth (I)"
429394,"Scott, Ridley"
429484,"Scott, Tony (I)"
429527,"Scotta, Carole"
429535,"Scotti, Don (I)"
429593,"Scriba, Bodo"
429799,"Seagal, Steven (I)"
429869,"Seaman, Jack"
429948,"Sears, Elliott"
429996,"Seaward, Tracey"
430190,"Sedgwick, Kyra"
430222,"Sedov, Vladimir"
430238,"Seeary, Sue"
430260,"Seefeldt, Renate"
430281,"Seegers, René"
430418,"Segal, Douglas"
430428,"Segal, Gail"
430437,"Segal, Joel"
430493,"Segalla, Kevin"
430497,"Segan, Allison Lyon"
430498,"Segan, Lloyd"
430560,"Segler, Willi"
430664,"Sehring, Jonathan"
430706,"Seid, Lori E."
430707,"Seid, Tom"
430734,"Seidelman, Susan"
430771,"Seidman, Elizabeth"
430831,"Seig, Matthew"
430927,"Seitz, Franz (II)"
430946,"Seitzman, Michael"
430994,"Seki, Hiromi (II)"
431127,"Selden, Eli"
431135,"Seldes, Elisabeth"
431140,"Seldis, Mark"
431191,"Selick, Henry"
431200,"Selig, Keri"
431221,"Seligman, Selig J."
431242,"Selin, Markus"
431264,"Selkirk, Jamie"
431269,"Selko, Laurel Ayn"
431290,"Sellar, JoAnne"
431316,"Sellers, Arlene"
431325,"Sellers, Dylan"
431415,"Selsky, Sam"
431433,"Seltzer, Frank N."
431444,"Seltzer, Walter"
431504,"Selzer, Elizabeth"
431513,"Selznick, David O."
431562,"Semel, Matthew"
431827,"Senft, Elvira"
431855,"Sengupta, Momita"
432024,"Seo, Ki-Soo"
432406,"Serpico, Jim"
432565,"Serrian, Michael"
432589,"Sertner, Robert M."
432805,"Seto, Sharon"
432950,"Severini, Mark D."
433141,"Seydoux, Michel"
433351,"Shack, Andrew"
433423,"Shadyac, Tom"
433472,"Shaffer, Dana"
433576,"Shah, Ash R."
433728,"Shah, Sundip R."
433731,"Shah, Sunil R."
433877,"Shaiman, Marc"
433930,"Shakespeare, Sue"
433931,"Shakespeare, Terry"
433949,"Shakman, Andrew R."
434028,"Sham, John"
434053,"Shamberg, Carla Santos"
434054,"Shamberg, Michael (I)"
434176,"Shandling, Garry"
434371,"Shannon, Roger"
434393,"Shanta, Leigh"
434449,"Shapiro, Adam (I)"
434454,"Shapiro, Albert M."
434455,"Shapiro, Allen (I)"
434464,"Shapiro, Bob (I)"
434483,"Shapiro, Eddie"
434484,"Shapiro, Eden J."
434492,"Shapiro, Esther"
434500,"Shapiro, George"
434502,"Shapiro, Greg (I)"
434510,"Shapiro, Janice (II)"
434513,"Shapiro, Jay (I)"
434534,"Shapiro, Jon"
434542,"Shapiro, Karen S."
434563,"Shapiro, Leonard"
434609,"Shapiro, Robert (I)"
434655,"Shapter, Bill"
434702,"Shareshian, Steve"
434982,"Sharman, Bruce"
435069,"Sharp, Jeff (II)"
435185,"Sharpsteen, Ben"
435377,"Shaw, Denise (I)"
435482,"Shaw, Peter (VII)"
435503,"Shaw, Run Run"
435505,"Shaw, Runme"
435538,"Shaw, Tom (I)"
435544,"Shaw, Vee King"
435582,"Shay, Gina"
435597,"Shaye, Robert"
435673,"Shea, Kathleen M."
435812,"Shedlo, Ronald"
435848,"Sheehan, Julia"
435880,"Sheehan, Winfield R."
435885,"Sheehy, Michael (I)"
435943,"Sheffer, Craig"
435954,"Sheffield, David (I)"
436034,"Sheinberg, Bill"
436035,"Sheinberg, Jonathan"
436036,"Sheinberg, Sid"
436120,"Sheldon, Ross"
436173,"Shelley, Carla (I)"
436176,"Shelley, June"
436222,"Shelton, Angela (I)"
436291,"Shelton, Ron"
436303,"Shelton, Turner"
436415,"Shenson, Walter"
436424,"Shepard, Albert"
436434,"Shepard, David"
436457,"Shepard, Richard (I)"
436498,"Shepherd, Bill (II)"
436504,"Shepherd, Craig H."
436512,"Shepherd, David A."
436564,"Shepherd, Peter (I)"
436569,"Shepherd, Richard (I)"
436609,"Sheppard, Al (II)"
436620,"Sheppard, Christopher"
436704,"Sher, Stacey"
436778,"Sheridan, Jim (I)"
436806,"Sheridan, Rene"
436850,"Sherlock, Bruce"
436854,"Sherlock, Jerry"
436859,"Sherman Barrois, Janine"
436890,"Sherman, Cynthia"
436914,"Sherman, Gary (I)"
436964,"Sherman, Mark (IV)"
436966,"Sherman, Martin (I)"
436994,"Sherman, Robert M."
437008,"Sherman, Steven (I)"
437174,"Shestack, Jonathan"
437273,"Shi, Nansun"
437283,"Shi, Yu (I)"
437338,"Shibazaki, Makoto"
437461,"Shiffman, Scott"
437560,"Shikanai, Haruo"
437775,"Shimkin, Tony"
437890,"Shin, Nelson (I)"
437895,"Shin, Sang-ok"
438212,"Shirazi, Donna"
438216,"Shirazi, Reza"
438304,"Shishido, Fuminori"
438336,"Shivas, Mark"
438478,"Shoemaker, Jonathan"
438601,"Shor, Hilary"
438739,"Short, Trevor"
438921,"Shrier, Barbara"
438956,"Shriver, Robert"
438957,"Shriver, Tim"
438985,"Shteinman, Jonathan (I)"
438994,"Shu, Kei"
439093,"Shuler Donner, Lauren"
439191,"Shuman, Ira"
439276,"Shusett, Linda"
439277,"Shusett, Ronald"
439287,"Shuster, Brian (I)"
439289,"Shuster, Harry"
439295,"Shuster, Todd"
439344,"Shwarzstein, Meyer"
439360,"Shyer, Charles"
439509,"Sicilia, Gail"
439535,"Sickner, Roy N."
439621,"Sideris, Anastasia"
439624,"Sideropoulos, John"
439741,"Siebert, Steven (I)"
439768,"Siefert, Lynn"
439806,"Siegel, David (I)"
439808,"Siegel, David (III)"
439812,"Siegel, David W."
439814,"Siegel, Don"
439904,"Siegel, Sol C."
439935,"Siegert, Nanette"
439944,"Siegler, Gary"
439987,"Sienega, Corey"
440065,"Sievernich, Chris"
440147,"Sighvatsson, Sigurjon"
440172,"Sigman, Robert (I)"
440348,"Siksik, Michel"
440388,"Silberberg, Courtney"
440396,"Silberg, David"
440402,"Silberkleit, William B."
440411,"Silberman, Irène"
440420,"Silberman, Michael (I)"
440425,"Silberman, Serge"
440433,"Silberschneider, Kurt"
440542,"Silliphant, Stirling"
440559,"Sills, Theodore B."
440694,"Silva, Jerry (I)"
440808,"Silvagni, Giorgio"
440861,"Silver, Arthur"
440888,"Silver, Diane"
440913,"Silver, Jeffrey (II)"
440919,"Silver, Joel (I)"
440982,"Silver, Scott (I)"
440998,"Silver, Timothy"
441043,"Silverman, Adam (I)"
441054,"Silverman, Benjamin"
441078,"Silverman, Greg (I)"
441107,"Silverman, Lloyd A."
441111,"Silverman, Mark (III)"
441150,"Silvers, Dean"
441163,"Silverstein, Ali"
441183,"Silverstein, Kenneth J."
441207,"Silverstone, Alicia"
441215,"Silverthorne, Jill"
441264,"Silvi, Robert"
441356,"Simchowitz, Stefan"
441485,"Simmonds, Robert"
441542,"Simmons, Darryl"
441557,"Simmons, Gene (I)"
441619,"Simmons, Matty"
441644,"Simmons, Rudd"
441645,"Simmons, Russell"
441683,"Simms, Edith"
441763,"Simon, Danny (II)"
441773,"Simon, Debra Marie"
441803,"Simon, Hugh (I)"
441823,"Simon, Joe (I)"
441825,"Simon, Joel (I)"
441829,"Simon, John Alan"
441870,"Simon, Melvin"
441884,"Simon, Neil (I)"
441897,"Simon, Peter (II)"
441905,"Simon, Rainer (I)"
441906,"Simon, Randy (I)"
441920,"Simon, S. Sylvan"
441963,"Simonds, Robert"
442070,"Simons, Edward"
442073,"Simons, James"
442159,"Simpkins, Victor"
442161,"Simplay, Surjit"
442197,"Simpson, Bradford"
442227,"Simpson, Don (I)"
442327,"Simpson, Paige"
442333,"Simpson, Peter R."
442338,"Simpson, Richard (III)"
442413,"Sims, Greg H."
442500,"Simón Cerezo, Ana"
442570,Sinbad
442573,"Sinclair Kidd, Carolynne"
442635,"Sinclair, Nigel (I)"
442670,"Sindell, Gerald Seth"
442688,"Sine, Jeff"
442732,"Singer, Alexander (I)"
442736,"Singer, Amy"
442737,"Singer, Andre"
442753,"Singer, Bryan"
442798,"Singer, Joseph (I)"
442835,"Singer, Robert (I)"
442837,"Singer, Ron (I)"
442899,"Singh, Anant (I)"
443170,"Singh, Sanjeev"
443313,"Singleton, Joan"
443314,"Singleton, John (I)"
443331,"Singleton, Ralph S."
443412,"Sinise, Gary"
443441,"Sinniger, Alfi"
443450,"Sinofsky, Bruce"
443480,"Sinyor, Gary"
443613,"Sires, Chip"
443688,"Sirotek, Jirka"
443736,"Siskin, Alex"
443799,"Sistrom, Joseph"
443955,"Sivers, John"
444045,"Sjogren, John"
444053,"Sjoquist, Peter"
444086,"Sjöström, Victor"
444095,"Skaaren, Warren"
444110,"Skager, Mona"
444139,"Skalski, Mary Jane"
444302,"Skillman, Ted (I)"
444333,"Skinner, David (IX)"
444385,"Skinner, Shelley"
444402,"Skipper, Mike (I)"
444408,"Skirball, Jack H."
444487,"Skoler, Saul"
444497,"Skolnik, Michael"
444506,"Skoog, Susan"
444555,"Skotchdopole, James W."
444568,"Skouras III, Charles"
444571,"Skouras, George P."
444575,"Skouras, Marjorie"
444779,"Slade, Angela"
444800,"Slade, Tim"
444802,"Sladek, Daniel"
444815,"Slagle, Brandon"
444842,"Slan, Jon"
444844,"Slane, Heath"
444890,"Slater, Chris (I)"
444891,"Slater, Christian"
444945,"Slater, Victoria (II)"
445071,"Sledge, Ginger"
445229,"Sloan, Claudia"
445247,"Sloan, Holly Goldberg"
445251,"Sloan, John R."
445267,"Sloan, Michael R."
445291,"Sloane, Ari"
445299,"Sloane, Jack"
445396,"Sloss, John (I)"
445406,"Slot, Marianne (I)"
445413,"Slotnick, Amy"
445556,"Small, Edward"
445691,"Smartt-Juday, Penny"
445756,"Smet, Francis de"
445801,"Smiley, Charles L."
445900,"Smith Jr., Bobby"
446056,"Smith, Annick"
446173,"Smith, Bradford W."
446238,"Smith, Bud S."
446326,"Smith, Chris (II)"
446592,"Smith, Donna (II)"
446622,"Smith, Ebbe Roe"
446778,"Smith, Greg (III)"
446842,"Smith, Herbert (I)"
446850,"Smith, Howard (VI)"
446856,"Smith, Iain (I)"
446868,"Smith, Ira N."
446869,"Smith, Irby"
447043,"Smith, John J."
447051,"Smith, Jonah (I)"
447149,"Smith, Karin (II)"
447199,"Smith, Kevin (I)"
447707,"Smith, R. Don"
447765,"Smith, Rita (I)"
447806,"Smith, Ronald G."
447817,"Smith, Russell (IV)"
447952,"Smith, Shellie"
448063,"Smith, Suzanne (I)"
448078,"Smith, Tamara (I)"
448106,"Smith, Thomas G. (I)"
448155,"Smith, Tony (VI)"
448247,"Smith, Winchell"
448294,"Smith-Wait, Kelley"
448367,"Smitty (I)"
448375,"Smofsky, Leonard"
448440,"Smothers, Thairin"
448579,"Sneider, Roberto"
448605,"Snell, Peter (I)"
448612,"Sneller, Jeffrey M."
448649,"Snider, Dee (I)"
448695,"Snipes, Wesley"
448761,"Snow, Karen (I)"
448820,"Snukal, Robert"
448834,"Snyder, Blake"
449013,"So, Solon"
449077,"Soave, Antonio"
449080,"Soavi, Michele"
449266,"Soderbergh, Steven"
449326,"Soentgen, Norbert"
449397,"Softley, Iain"
449489,"Soisson, Joel"
449625,"Solan, Amy"
449696,"Solarz, Ken"
449707,"Solberg, Helena"
449717,"Solc, Pavel"
449747,"Soldo, Chris"
449751,"Sole, Alfred"
449866,"Soling, Cevin D."
449868,"Solinger, Michael"
449941,"Sollinger, Daniel"
449966,"Solo, Robert H."
450029,"Solomon, Frances-Anne"
450051,"Solomon, Joe (I)"
450053,"Solomon, John (I)"
450057,"Solomon, John L."
450110,"Solomon, Richard (I)"
450130,"Solomon, Susan (I)"
450153,"Solondz, Todd"
450168,"Solovieff, Cyrille"
450207,"Solt, Andrew (I)"
450272,"Solórzano Foppa, Julio"
450460,"Sommers, Stephen"
450491,"Somper, Andrew"
450494,"Somrack, F. Daniel"
450587,"Sonenberg, David"
450715,"Sonneborn, Barbara"
450733,"Sonnenfeld, Barry"
450895,"Sopel, Stanley"
451094,"Soria, Mireille"
451142,"Sorisio, Marco"
451155,"Sorlat, Grégoire"
451156,"Sorlat, Stéphane"
451343,"Sosna, David"
451651,"Soultanakis, Nico"
451745,"South, Colin"
451754,"South, Margaret"
451772,"Southard, Jeff"
451819,"Southwick, Brad (I)"
451960,"Spacey, Kevin"
452040,"Spain, Lou"
452250,"Sparks, Robert (I)"
452343,"Spazek, Terry"
452462,"Specter, Bennett R."
452485,"Spector, Ricki"
452510,"Speek, Peter"
452570,"Speiser, Aaron"
452592,"Spelling, Aaron"
452797,"Spencer, Roxy"
452846,"Spengler, Pierre"
452885,"Sperber, Elaine"
452900,"Sperling, Andrea"
452926,"Spero, Richard (II)"
452975,"Spezzi, Darlene"
452976,"Spheeris, Penelope"
453041,"Spiegel, Karen S."
453044,"Spiegel, Larry"
453052,"Spiegel, Sam (I)"
453086,"Spielberg, Anne"
453090,"Spielberg, Steven"
453126,"Spies, James (IV)"
453158,"Spikings, Barry"
453160,"Spikings, Rebecca"
453209,"Spillum, Jack"
453283,"Spink, Joy"
453290,"Spinks, Lynwood"
453319,"Spione, James"
453320,"Spiotta, Elena"
453334,"Spirer, Peter"
453343,"Spiridakis, Tony"
453588,"Spottiswoode, Roger"
